sample_id,b1_mae,b1_rmse,b1_d1,b1_px,b2_mae,b2_rmse,b2_d1,b2_px,b3_mae,b3_rmse,b3_d1,b3_px,b4_mae,b4_rmse,b4_d1,b4_px,b5_mae,b5_rmse,b5_d1,b5_px,b6_mae,b6_rmse,b6_d1,b6_px,all_mae,all_rmse,all_d1,all_px
environment_1/06785,0.44544,1.413961,0.758955,15159,0.663624,1.623241,0.766882,15031,0.753582,1.242314,0.79621,26282,1.400078,2.079018,0.70002,15221,2.399844,3.400502,0.624669,9818,6.294492,7.670583,0.308438,3508,1.217214,2.415846,0.727226,85019
environment_1/06786,3.681742,3.688761,0.0,1619,0.281609,0.503978,0.94286,25184,0.544875,0.89695,0.867525,31319,1.191904,1.753173,0.707452,11916,2.781971,3.626608,0.516972,11666,6.959121,7.869256,0.204144,3620,1.195056,2.341632,0.77487,85324
environment_1/06787,1.856669,1.856671,0.0,2,0.509263,0.944689,0.814917,39015,0.708948,1.130673,0.799975,23642,1.948905,2.667525,0.550655,10226,3.021882,4.080112,0.553278,10051,7.069173,8.078607,0.187801,3525,1.293703,2.487968,0.723575,86461
environment_1/06788,1.046361,2.035866,0.593709,32841,0.473851,0.946611,0.822788,21020,0.902357,1.422548,0.710689,14735,1.73947,2.452822,0.629053,9899,3.488806,4.570679,0.438596,5757,6.933338,8.131126,0.211933,2732,1.309046,2.503616,0.650648,86984
environment_1/06789,1.63928,2.410882,0.334841,13711,0.923672,1.572654,0.638186,25245,1.110091,1.628243,0.641089,23028,1.826876,2.573976,0.605547,10924,3.469744,4.50146,0.44915,9351,7.760993,8.736713,0.14755,3775,1.779036,2.958799,0.544401,86034
environment_1/06790,0.543173,1.203593,0.758592,32385,1.377518,2.2098,0.539778,17120,2.673502,3.424105,0.336726,20340,3.778248,4.754566,0.379928,6367,6.882984,7.715951,0.145701,5676,11.954004,12.605791,0.030601,2843,2.273807,3.920915,0.519172,84731
environment_1/06791,1.237268,2.474126,0.482036,34485,1.101586,1.380285,0.4232,24759,2.095979,2.73783,0.397408,15586,4.843911,5.543113,0.203585,7196,6.729753,7.775286,0.181194,4371,12.335617,12.819449,0.0,1242,2.079013,3.48526,0.405664,87639
environment_1/06792,2.135039,2.272659,0.0,225,0.465457,0.856792,0.811269,29762,0.642,1.02676,0.836289,34402,1.535342,2.095292,0.6247,10421,2.719315,3.623285,0.515204,6939,7.805042,8.506965,0.114216,4080,1.201611,2.39274,0.739447,85829
environment_1/06793,1.122591,2.579222,0.678814,18687,0.533423,0.901693,0.815349,38283,0.972679,1.624617,0.730189,16897,2.772578,3.751133,0.423613,7030,5.5287,6.704154,0.273916,4819,11.385267,12.376435,0.073611,2160,1.462976,3.103524,0.690678,87876
environment_1/06794,0.531485,1.028399,0.53829,32358,0.491076,0.738176,0.751222,31498,1.11036,1.783581,0.632821,8854,2.373149,3.232554,0.490653,6045,4.240639,5.519346,0.37923,6442,7.831748,9.41925,0.26398,1985,1.143662,2.430648,0.603519,87182
environment_1/06795,1.643834,3.27553,0.450374,27637,0.798703,1.403561,0.74142,19580,1.749685,2.618201,0.576912,20764,1.881938,2.85697,0.594664,5810,4.403081,5.785848,0.386267,8709,7.785653,9.573745,0.277277,1998,1.919997,3.439327,0.548131,84498
environment_1/06796,3.782617,3.794612,0.0,1158,0.41136,0.719999,0.882733,34221,0.547149,0.891221,0.877777,19898,1.567269,2.273978,0.656704,12112,2.353327,3.21893,0.600707,12159,6.164688,7.703898,0.33635,2762,1.141639,2.21206,0.77586,82310
environment_1/06797,0.490096,0.73199,0.688345,7396,0.323146,0.624626,0.883718,23443,0.636569,1.12337,0.848083,22690,1.311193,1.877223,0.698283,17586,2.505237,3.514985,0.565673,6776,6.104396,7.619494,0.307474,3519,1.070624,2.193601,0.764599,81410
environment_1/06798,9.194561,10.201389,0.0,1613,0.427577,0.881479,0.841026,24765,0.705668,1.212335,0.810483,31021,1.254904,1.908993,0.710743,11412,2.359298,3.372831,0.580327,7208,5.679723,7.409029,0.441131,3924,1.262454,2.67417,0.750472,79943
environment_1/06799,0.631258,0.774137,0.621306,1455,0.355908,0.61607,0.905608,37164,0.898945,1.551612,0.732372,22748,1.61503,2.248989,0.58974,7700,3.074526,4.156012,0.503899,7182,6.319184,8.086651,0.389583,3360,1.134848,2.384024,0.762338,79609
environment_1/06800,0.995007,1.318961,0.327484,6895,0.553478,0.919201,0.769666,39942,0.871037,1.387814,0.709867,13935,2.157371,3.140941,0.561252,5559,3.723908,5.186861,0.51394,7604,8.541205,9.996913,0.227242,2988,1.39017,2.863215,0.657788,76923
environment_1/06801,0.512525,1.266636,0.611227,40314,0.807009,1.630768,0.707704,9333,0.236703,0.681255,0.922453,7763,0.830648,1.416919,0.828557,7816,2.852156,4.099931,0.544295,7608,5.316566,7.776646,0.528754,1878,0.912937,2.165192,0.669464,74712
environment_1/06802,1.676037,2.245631,0.000241,4154,0.977618,1.600902,0.552562,16333,1.406337,2.477681,0.718308,16266,2.76703,4.278247,0.567928,11019,4.621879,6.449802,0.452007,9095,9.886896,12.008893,0.301219,3363,2.516697,4.514793,0.532824,60230
environment_1/06803,,,,0,0.261386,0.555586,0.921571,16652,0.207221,0.44216,0.978889,17763,0.721411,1.206242,0.845137,10293,1.801103,2.89688,0.623586,7691,5.161833,7.684802,0.56095,3872,0.876079,2.37273,0.860141,56271
environment_1/06804,,,,0,0.401821,0.820756,0.849997,18133,0.40329,0.712769,0.921212,19838,1.199878,1.944875,0.687566,8549,1.189994,2.562059,0.813773,5547,5.053812,7.693234,0.577252,3508,0.89742,2.318211,0.8296,55575
environment_1/06805,,,,0,0.425243,0.864311,0.893439,24005,0.541209,1.069073,0.823463,15164,0.676429,1.331575,0.882353,7633,0.690834,2.082131,0.935037,5049,5.630355,8.620951,0.586572,3962,0.884624,2.557793,0.85489,55813
environment_1/06806,0.17362,0.357511,0.920532,12244,0.73867,1.183453,0.60605,17124,0.985995,1.711384,0.769828,15597,0.752299,1.723442,0.904968,4630,1.681514,3.588624,0.857884,4433,7.915584,10.549098,0.472811,3678,1.216583,3.091089,0.75188,57706
environment_1/06807,5.524248,5.861924,0.0,141,0.504379,1.428596,0.869553,22078,0.375525,0.625266,0.96365,22971,1.45587,2.051322,0.661049,13589,3.142128,3.805466,0.411259,18599,6.216619,7.349639,0.309549,4765,1.562972,2.797389,0.723628,82143
environment_1/06808,,,,0,0.031661,0.053291,0.999732,29819,0.542682,1.046261,0.895609,23048,1.099577,1.625075,0.744661,11988,1.723693,2.511845,0.73936,14027,4.68749,5.678885,0.386217,4948,0.882804,1.907582,0.854849,83830
environment_1/06809,,,,0,0.048574,0.266259,0.987027,30603,0.540653,1.059255,0.851823,22075,2.096189,2.805186,0.486767,15227,3.710947,5.024186,0.4811,11455,8.079354,9.531841,0.288426,4899,1.512357,3.233581,0.751801,84259
environment_1/06810,,,,0,0.416072,0.817781,0.862308,38608,0.841905,1.310413,0.767074,18727,1.633536,2.217765,0.632573,14724,3.262208,4.152894,0.43106,8725,7.272377,8.070689,0.179214,3666,1.314453,2.480622,0.726927,84450
environment_1/06811,0.280622,0.83724,0.946734,5726,0.67595,1.051141,0.675456,29580,0.731091,1.115462,0.804233,30950,1.787793,2.374448,0.572628,10602,3.854424,4.834437,0.386059,6341,8.177485,9.064912,0.129062,3231,1.31951,2.519577,0.685271,86430
environment_1/06812,1.33535,2.583073,0.566442,19852,0.548863,1.028328,0.827014,38847,1.185655,1.713068,0.617272,12795,2.445359,3.228531,0.470908,6067,4.374753,5.543321,0.392544,5365,7.522466,9.140731,0.309609,2529,1.408137,2.758994,0.667205,85455
environment_1/06813,0.713227,1.514809,0.766203,28529,0.590104,0.977769,0.739304,16571,0.704693,1.098344,0.800426,22984,1.809234,2.569314,0.605696,6812,3.404408,4.52529,0.45834,6685,8.31862,9.619702,0.224118,3400,1.29075,2.66936,0.711441,84981
environment_1/06814,2.657992,4.162231,0.067367,16848,0.846548,1.352804,0.668713,40403,2.139212,2.646365,0.32211,19810,2.75877,3.308728,0.32739,4655,5.840117,6.470707,0.127374,3949,10.569544,11.302883,0.053486,2094,2.044235,3.355952,0.417883,87759
environment_1/06815,0.375509,0.766517,0.708826,37603,0.889923,1.364801,0.596332,26279,0.997758,1.73839,0.707422,7222,1.993335,2.902939,0.553754,5181,3.899097,5.518584,0.513356,4118,7.60053,9.120883,0.255097,4022,1.204212,2.658165,0.633023,84425
environment_1/06816,1.201188,2.738306,0.480177,28856,0.517459,1.001199,0.819047,21967,1.254974,2.040872,0.655233,13003,1.926972,3.079524,0.631512,7889,4.351733,5.753053,0.400493,6899,9.546968,10.783598,0.104792,5029,1.860085,3.756815,0.581519,83643
environment_1/06817,0.673469,1.081819,0.667564,12258,0.496926,0.931116,0.837109,24280,0.578944,1.041262,0.833595,22331,1.454297,2.106226,0.63823,8475,3.305181,4.47002,0.489379,11392,7.352622,8.854081,0.234358,4587,1.403615,2.86603,0.710272,83323
environment_1/06818,0.683343,1.066491,0.474616,9711,0.555294,1.065245,0.821458,29584,0.610829,1.139269,0.826783,19542,1.717018,2.462466,0.602696,12167,3.288316,4.380135,0.486594,10257,7.147914,8.526087,0.247146,4030,1.388492,2.725349,0.684574,85291
environment_1/06819,2.110131,2.38273,0.073058,8678,0.359052,0.758033,0.880524,25277,0.803217,1.302888,0.756672,27239,2.041818,2.732961,0.51255,10916,3.161913,4.039804,0.478277,11048,7.075559,8.018484,0.163368,3183,1.494182,2.584041,0.635862,86341
environment_1/06820,0.867551,1.43027,0.465694,27488,1.279686,1.879806,0.506734,25244,2.431069,2.983806,0.306347,16416,4.536296,5.182064,0.215831,9475,7.871953,8.554349,0.093952,5886,13.42053,13.849673,0.020143,2234,2.482704,4.024954,0.383489,86743
environment_1/06821,1.716886,3.100283,0.568402,10760,0.564137,1.031311,0.759046,25507,0.636329,1.031872,0.811642,28552,1.83302,2.459362,0.564975,9850,3.362304,4.326976,0.444822,7956,7.131501,8.292454,0.232682,3580,1.407901,2.67243,0.679636,86205
environment_1/06822,1.969873,2.035583,0.010661,7504,0.43037,0.724031,0.863289,30378,0.630119,1.008175,0.822912,25253,1.325289,1.953145,0.684839,11813,3.079638,4.084294,0.441787,6940,6.437693,7.789596,0.304649,3033,1.181356,2.217426,0.696718,84921
environment_1/06823,0.255775,0.483349,0.892116,8092,0.606415,0.960844,0.76848,36053,0.827791,1.30358,0.761388,23863,1.763858,2.5351,0.575587,6939,3.698948,4.781111,0.409863,7888,6.188898,7.296644,0.258242,2548,1.181411,2.26049,0.714182,85383
environment_1/06824,0.746944,1.545211,0.634393,11950,0.535263,0.768648,0.758889,39766,0.879951,1.397908,0.726973,17577,2.036638,2.78439,0.538191,7384,3.450011,4.450755,0.462716,7577,5.608488,7.356162,0.459525,1643,1.118458,2.110558,0.684215,85897
environment_1/06825,0.198172,0.35235,0.916654,25856,0.625064,0.979241,0.73588,29657,1.50729,2.057919,0.537507,19743,1.530802,2.378726,0.72071,5804,3.733052,5.112775,0.462165,4665,9.805822,11.02101,0.165537,1033,1.035625,2.13515,0.722089,86758
environment_1/06826,0.427461,0.639383,0.544796,17937,0.595954,0.948142,0.736797,36998,1.087429,1.769037,0.737753,17453,2.294373,3.218411,0.536549,6635,6.664067,7.637872,0.202904,5027,9.963481,11.402476,0.201524,1444,1.307765,2.746584,0.640735,85494
environment_1/06827,0.519687,0.813025,0.533475,19283,0.590128,1.177446,0.790426,32547,0.800265,1.267816,0.73083,17227,1.296132,1.949382,0.716475,9396,3.365659,4.855616,0.53419,3890,7.683496,9.255599,0.27874,1905,0.984262,2.11307,0.687779,84248
environment_1/06828,0.306202,0.553486,0.782617,21193,0.484435,0.772452,0.79626,33106,1.026757,1.448866,0.623299,19692,1.213192,1.894762,0.740314,5291,3.399236,4.714606,0.486609,2651,8.085338,9.76256,0.257358,1461,0.839257,1.847836,0.729117,83394
environment_1/06829,0.651033,1.187143,0.545676,11483,0.587485,0.900189,0.722814,34291,0.913258,1.490208,0.690311,16142,1.39908,2.316654,0.703365,6776,2.735089,4.301756,0.637319,5997,6.549342,8.676095,0.420898,3072,1.136369,2.427965,0.669693,77761
environment_1/06830,0.279584,0.379821,0.658719,34391,1.095201,1.447866,0.432422,25674,1.898508,2.737558,0.526901,8996,2.591657,3.909698,0.567811,3989,4.703252,6.462932,0.457137,4981,8.49449,10.795513,0.378049,1558,1.279219,2.692076,0.548154,79589
environment_1/06831,0.294863,0.450777,0.755029,22770,0.881483,1.450347,0.615991,14458,0.497406,1.145497,0.848367,11330,1.252873,2.30321,0.751003,7727,1.78299,2.978567,0.632303,6538,6.109141,8.513221,0.495251,3580,1.028613,2.479865,0.714124,66403
environment_1/06832,3.954573,4.116358,0.0,1200,0.255383,1.083122,0.9282,12507,0.291004,0.565043,0.977475,18957,0.520623,0.963557,0.8987,8845,0.624838,1.724454,0.925037,6163,4.509413,6.890381,0.583259,4492,0.808377,2.320407,0.889675,52164
environment_1/06833,,,,0,0.167885,0.420565,0.926686,16177,0.37627,1.009462,0.920896,17420,0.235511,0.75283,0.945921,5492,0.910918,2.453348,0.888683,5408,4.346821,7.266583,0.674563,3715,0.65624,2.288237,0.903095,48212
environment_1/06834,2.244297,2.285536,0.017167,233,0.324459,0.654823,0.862179,20084,0.109943,0.442361,0.969314,10526,0.145932,0.43913,0.985219,5480,0.808306,2.438631,0.923966,5537,5.526423,8.86032,0.626521,3944,0.769979,2.78591,0.884399,45804
environment_1/06835,12.868978,12.90549,0.0,71,0.194174,1.318121,0.981565,11283,0.021435,0.039596,1.0,11072,0.043948,0.060016,1.0,5882,0.193112,0.780544,0.982511,5718,1.375408,2.953536,0.884298,4235,0.275201,1.370786,0.977288,38261
environment_1/06836,0.792653,1.289655,0.554622,714,0.290029,0.630104,0.903146,53369,1.126663,1.686067,0.673618,15344,1.657631,2.310392,0.62439,9225,3.604686,4.813595,0.490791,6787,7.37307,8.198527,0.194369,1847,0.993364,2.131716,0.783425,87286
environment_1/06837,0.240844,0.556162,0.929922,11373,0.454477,0.838,0.794254,45357,1.442264,2.054563,0.588435,13558,2.081412,2.923628,0.585775,9111,3.813876,4.987562,0.422014,5860,7.608644,8.564242,0.200549,1820,1.126194,2.272606,0.720656,87079
environment_1/06838,0.561231,0.909868,0.216543,25944,0.615893,1.086142,0.719959,32531,0.986098,1.590643,0.770586,13565,2.191981,3.14973,0.540871,8747,4.108965,5.350186,0.423639,4171,9.105644,10.210457,0.130318,1857,1.165623,2.385294,0.532535,86815
environment_1/06839,0.357946,0.90439,0.310264,57738,1.754361,2.395275,0.481009,14428,4.331406,4.691059,0.003355,11028,6.433451,6.671291,0.0,2387,10.590881,10.820651,0.0,1991,14.793885,14.917708,0.0,871,1.617701,3.200381,0.281435,88443
environment_1/06840,2.246613,2.719009,0.104261,12766,0.885288,1.585328,0.72271,31458,1.477895,1.913342,0.481674,25264,3.08796,3.477554,0.229608,6755,5.246386,5.933915,0.183661,6659,10.472399,10.806881,0.004306,2787,2.087183,3.254473,0.455379,85689
environment_1/06841,0.101632,0.237571,0.222924,77309,1.169791,1.3646,0.306478,6839,2.731874,2.942455,0.072144,2994,5.297986,5.454547,0.0,740,8.770857,9.028232,0.0,624,13.337751,13.430289,0.0,934,0.513053,1.783091,0.218538,89440
environment_1/06842,1.327596,2.327774,0.587739,16458,0.441223,1.220106,0.867466,26265,0.753038,1.375946,0.764035,15070,1.338772,2.073275,0.739804,12137,2.491411,3.698464,0.611124,8756,5.630728,6.886786,0.307165,5401,1.346957,2.637418,0.713071,84087
environment_1/06843,0.329863,0.609915,0.608449,17990,0.388927,0.985035,0.848246,10662,0.628658,1.216639,0.87956,19462,1.180409,1.872584,0.77313,13219,2.483104,3.484433,0.552235,11812,4.995776,6.721828,0.483111,7135,1.281702,2.636394,0.713727,80280
environment_1/06844,,,,0,0.482412,0.951221,0.83782,23252,0.794861,1.313088,0.789859,27077,1.207237,1.866745,0.731832,10788,2.532368,3.582077,0.595641,14957,5.874611,7.200434,0.306751,5718,1.43328,2.694173,0.72655,81792
environment_1/06845,0.724793,2.058281,0.855978,9075,0.534405,1.031476,0.846044,34432,0.828444,1.391288,0.716846,15345,1.480007,2.264239,0.665194,9961,2.773442,3.966455,0.611261,12201,7.782198,8.897703,0.180672,3570,1.348413,2.730096,0.740424,84584
environment_1/06846,0.869148,1.916413,0.664765,25242,0.60467,0.941909,0.680987,20391,1.171245,1.926552,0.69394,14984,2.517901,3.313046,0.42425,11604,4.826592,6.123789,0.349159,9457,10.427177,11.168993,0.018989,3265,1.892167,3.525419,0.58099,84943
environment_1/06847,0.815175,1.715229,0.147546,59995,2.262266,2.686184,0.336441,2574,2.779519,3.682424,0.460954,8426,6.121661,6.764569,0.160885,6054,8.111442,9.159204,0.110102,5613,12.780825,13.486388,0.054006,2259,2.232801,4.15789,0.180356,84921
environment_1/06848,,,,0,0.70301,1.429219,0.789306,22891,0.561985,0.915284,0.834827,28116,1.379406,1.966819,0.689838,16011,2.633814,3.474554,0.539458,11265,6.181514,7.431074,0.298984,4920,1.370888,2.547419,0.722726,83203
environment_1/06849,1.70123,4.070348,0.705726,10565,0.422193,0.633147,0.854895,27070,1.146102,1.642773,0.629352,30274,2.167388,2.786029,0.46426,8366,3.509575,4.381397,0.415013,8366,8.94971,9.882687,0.110173,2133,1.50601,2.843176,0.659668,86774
environment_1/06850,0.515533,0.543582,0.008878,47194,0.625821,0.888376,0.622275,24494,0.925784,1.443607,0.771603,8494,2.532609,3.39468,0.418438,4187,2.70655,3.690488,0.609613,3932,8.544584,9.413229,0.088344,815,0.84982,1.58895,0.296647,89116
environment_1/06851,2.616256,4.028101,0.112266,2405,0.676863,1.345628,0.778219,39548,0.743809,1.297838,0.765142,17385,1.467749,2.136967,0.654098,13154,2.248822,3.254099,0.661191,9253,5.671979,7.316866,0.375979,2681,1.200027,2.28679,0.711617,84426
environment_1/06852,0.285329,0.53105,0.822595,11967,0.519692,0.83905,0.736264,26227,0.691905,1.200859,0.819121,26703,1.673972,2.271462,0.583083,10333,2.933819,3.848182,0.507896,7852,7.001948,8.404769,0.250306,2453,1.087621,2.171187,0.720804,85535
environment_1/06853,0.455252,0.797026,0.80248,2258,0.565007,0.911627,0.800997,38517,0.942284,1.442184,0.726757,23631,1.562178,2.197825,0.651643,12358,3.136209,4.134225,0.493015,6371,7.150825,8.410234,0.238306,2480,1.192287,2.232203,0.719769,85615
environment_1/06854,0.444278,0.656912,0.316032,23428,0.471952,0.700038,0.808698,29409,1.169367,1.599499,0.559256,19036,2.763747,3.462819,0.379682,5286,4.902454,5.668627,0.219281,6006,10.205137,10.78333,0.053364,2155,1.319663,2.607702,0.530614,85320
environment_1/06855,0.707299,0.98647,0.160862,69426,1.560496,1.939549,0.367028,6836,2.457878,3.218516,0.424793,4348,3.645616,4.595831,0.343918,2047,6.426582,7.613965,0.181848,3052,11.819362,12.691436,0.090522,939,1.253742,2.425445,0.194673,86648
environment_1/06856,0.531309,1.586235,0.782639,30378,0.500601,0.924795,0.823405,21773,1.289021,1.895545,0.575371,17394,3.068497,4.112005,0.42032,6752,5.054062,6.520874,0.381162,5234,9.929781,11.600533,0.176548,2277,1.422806,3.090955,0.679482,83808
environment_1/06857,0.600106,0.991904,0.72587,15033,0.572021,0.817155,0.737199,43455,0.973509,1.730305,0.724622,10048,2.260787,3.424069,0.580414,6964,3.041812,4.361698,0.535671,4079,7.282442,8.858091,0.293166,1917,1.052475,2.169438,0.699629,81496
environment_1/06858,0.429031,0.505959,0.703364,24997,0.660152,1.100501,0.653365,24308,0.909115,1.599536,0.708936,10922,1.703907,2.798357,0.667646,7489,2.655921,4.22922,0.622467,5181,5.810687,8.440858,0.54883,1966,0.997095,2.178134,0.674712,74863
environment_1/06859,0.189999,0.842956,0.670533,39230,0.728246,1.319935,0.736642,10780,0.428925,1.078345,0.894429,8544,1.200862,2.323599,0.755288,4822,2.119021,3.53705,0.668443,4880,4.308068,7.256311,0.643059,1765,0.609874,1.838255,0.713029,70021
environment_1/06860,0.426703,0.689843,0.883482,7870,0.404331,0.705105,0.788565,18138,0.747993,1.225428,0.71086,18555,1.181127,2.172287,0.736793,7458,1.492762,3.126755,0.799335,5113,5.88334,8.631957,0.565947,3336,1.002796,2.488189,0.759319,60470
environment_1/06861,0.081163,0.18687,0.832272,33930,1.33992,1.88244,0.458596,13646,1.557603,2.720246,0.659332,10635,2.389061,3.947515,0.615701,4382,3.421996,6.061881,0.685109,3163,8.035535,10.79532,0.460835,2298,1.136771,2.920757,0.696991,68054
environment_1/06862,1.431079,1.431769,0.0,91,0.059626,0.235125,0.97728,12016,0.494587,1.327786,0.859167,16445,0.177087,0.714247,0.954689,5694,0.440279,1.671225,0.94775,5378,2.776536,5.668204,0.784658,3246,0.49846,1.883339,0.908607,42870
environment_1/06863,,,,0,0.148577,0.302291,0.969744,19401,0.086429,0.329252,0.97576,10685,0.117239,0.349919,0.993279,5505,0.308404,1.20155,0.980662,5223,3.657023,7.142111,0.755887,3355,0.415032,2.031491,0.95918,44169
environment_1/06864,2.688582,3.916127,0.063069,4281,0.113922,0.163583,0.992285,11407,0.14694,0.243776,0.99842,10758,0.179116,0.328745,0.998425,5716,0.355391,1.292551,0.984932,5442,0.665285,2.659011,0.958512,2796,0.475448,1.542119,0.892995,40400
environment_1/06865,0.251917,0.775006,0.743197,19478,0.124162,0.397341,0.983613,18307,0.684069,1.162642,0.86024,12593,1.075424,1.559901,0.842675,12935,2.163475,2.831731,0.624877,15195,5.572828,6.409811,0.249286,5953,1.133707,2.255072,0.771895,84461
environment_1/06866,0.080348,0.267535,0.996257,3473,0.063873,0.086623,0.999836,30518,0.306281,0.559508,0.97133,15905,0.780149,1.185545,0.900325,16905,2.11296,2.848459,0.656228,12581,4.635764,5.524947,0.356286,5751,0.863726,1.8985,0.880352,85133
environment_1/06867,0.032,0.03827,1.0,3114,0.043979,0.183763,0.991348,31553,0.59278,1.112326,0.829509,17127,2.31808,2.956029,0.409061,16973,4.642788,5.856168,0.379479,11471,8.822268,10.133677,0.241071,4816,1.725141,3.5278,0.717873,85054
environment_1/06868,,,,0,0.333646,0.537708,0.89591,33519,0.602131,0.867952,0.91814,25800,1.005083,1.358008,0.813997,12903,2.875221,3.587302,0.47944,9849,7.680867,8.349571,0.108217,3724,1.126041,2.262785,0.808276,85795
environment_1/06869,0.200012,0.340703,0.960171,8185,0.273857,0.649872,0.929527,28025,0.719279,1.181623,0.796373,27462,1.472389,2.043872,0.64201,9193,2.752543,3.635037,0.550403,10783,7.130707,8.042278,0.159947,3001,1.081148,2.217586,0.785883,86649
environment_1/06870,0.630049,1.110238,0.683047,6288,0.560001,1.061564,0.831566,32915,0.765329,1.172937,0.802589,20779,1.663062,2.328085,0.642371,13802,2.436884,3.287808,0.6069,9565,6.645285,7.56812,0.187811,3019,1.211345,2.217112,0.736164,86368
environment_1/06871,0.277953,0.574606,0.878022,33588,0.670965,1.258472,0.779812,22726,1.308324,1.913065,0.607037,16144,2.233786,3.191189,0.564606,7747,2.785235,4.355282,0.668575,5066,7.929652,9.286556,0.191691,2431,1.099153,2.365642,0.743883,87702
environment_1/06872,0.369598,0.661531,0.446175,13804,0.606302,0.937667,0.728666,38882,0.965807,1.48683,0.718458,18491,1.493335,2.062433,0.668743,8667,3.416577,4.495814,0.426946,5448,7.333087,8.07949,0.121675,2293,1.083586,2.07682,0.6414,87585
environment_1/06873,0.237534,0.553136,0.851019,23607,0.579302,0.911043,0.681124,31219,1.080182,1.580008,0.652841,16226,1.897947,2.633682,0.541094,7422,3.628606,4.816243,0.456736,6102,8.947533,9.842914,0.099697,2307,1.12899,2.375243,0.678844,86883
environment_1/06874,0.380779,0.736087,0.41445,31765,0.542733,1.057543,0.784362,24569,1.042381,1.74985,0.72744,13619,1.546249,2.351858,0.675988,8654,2.706367,3.683985,0.570732,6567,5.379588,6.827931,0.360563,2130,0.941979,1.922526,0.603741,87304
environment_1/06875,1.960533,3.33653,0.560107,6738,0.386652,0.688043,0.842401,33414,0.809803,1.283025,0.792402,23979,2.117793,2.742906,0.498593,11019,3.599071,4.589635,0.429377,8333,6.066713,7.495292,0.387885,2988,1.353081,2.537093,0.70722,86471
environment_1/06876,0.104977,0.244498,0.718699,19584,0.467379,0.948711,0.810173,27288,0.597648,1.022059,0.85794,19006,1.669671,2.178127,0.539,10859,2.338608,3.444046,0.636364,7777,6.710872,7.889316,0.248972,1703,0.85732,1.850841,0.739007,86217
environment_1/06877,0.249428,0.659811,0.931863,18316,0.397369,0.716949,0.8719,21897,0.930977,1.433961,0.761313,23579,1.30846,1.85856,0.677589,10865,2.955219,3.952397,0.535317,8537,6.322471,7.571111,0.297306,3229,1.100189,2.214178,0.775291,86423
environment_1/06878,0.795573,1.507958,0.139683,10531,1.014107,1.537348,0.603492,33621,0.987844,1.591204,0.748626,20010,1.488023,2.164034,0.671827,9495,3.950401,5.082304,0.366228,7752,9.280679,10.304882,0.134553,3389,1.632641,2.99108,0.54736,84798
environment_1/06879,1.076437,2.125221,0.585481,21145,1.154692,1.931615,0.55022,32218,1.859338,2.469878,0.505339,17139,3.898895,4.412307,0.201988,5634,6.93101,7.672933,0.141938,4974,11.205527,11.846121,0.051074,2839,2.14516,3.654529,0.485497,83949
environment_1/06880,0.636765,1.582235,0.322296,76951,2.150177,2.470205,0.211744,4019,2.490056,3.009967,0.276335,2772,4.54352,5.159976,0.217521,2009,7.906762,8.563837,0.100205,1467,13.728276,13.967667,0.009986,701,1.079338,2.478592,0.307203,87919
environment_1/06881,,,,0,0.431351,1.10019,0.867507,27126,0.647095,1.061112,0.812132,18183,1.3971,2.011771,0.693192,18272,2.081624,3.092753,0.683028,8903,5.36777,6.894348,0.413519,5903,1.265687,2.507844,0.758889,78387
environment_1/06882,0.586352,1.590235,0.891822,11139,0.227572,0.491893,0.9217,20498,0.845433,1.347036,0.75,25552,1.382611,2.172712,0.65505,7862,2.750233,3.935613,0.574849,9272,6.369393,7.557977,0.292494,5036,1.275787,2.627542,0.755352,79359
environment_1/06883,,,,0,0.395767,0.815482,0.899253,36547,0.71123,1.216433,0.802598,17938,1.530492,2.263996,0.666898,8631,2.858118,3.947827,0.551198,11270,5.376936,6.88674,0.422702,5233,1.265782,2.552948,0.7717,79619
environment_1/06884,2.758101,3.767118,0.196587,6094,0.643413,1.640178,0.859999,32707,0.527153,1.052777,0.820248,10075,1.175816,1.890816,0.763549,13267,2.399753,3.415578,0.621037,13120,5.203198,6.333857,0.327401,4102,1.406046,2.634143,0.720859,79365
environment_1/06885,0.384654,1.200133,0.879851,20741,0.19701,0.683759,0.93486,12404,0.453466,0.875352,0.922331,17008,1.046903,1.659691,0.771928,12632,2.710631,3.866721,0.579194,10228,5.785301,7.032928,0.297978,4648,1.107033,2.450433,0.805964,77661
environment_1/06886,,,,0,0.574213,1.272778,0.817272,24085,0.498898,0.907655,0.891074,23952,1.077193,1.552275,0.772046,13007,2.351464,3.184826,0.60706,10737,5.368817,6.884871,0.429236,4946,1.193744,2.3768,0.778214,76727
environment_1/06887,0.206673,0.714138,0.956516,7842,0.363641,0.872463,0.894993,22608,0.837363,1.216096,0.708416,24096,1.557731,2.196811,0.671877,13946,2.516321,3.631856,0.634033,7334,6.632067,8.299636,0.355916,3203,1.157048,2.363644,0.758772,79029
environment_1/06888,1.260116,2.438321,0.60425,10777,0.585333,0.922006,0.622483,32335,0.70193,1.158142,0.810965,21012,1.145254,1.864311,0.715504,6334,2.768214,3.967752,0.569929,6478,6.858416,8.420714,0.342194,2370,1.118414,2.278704,0.664704,79306
