sample_id,b1_mae,b1_rmse,b1_d1,b1_px,b2_mae,b2_rmse,b2_d1,b2_px,b3_mae,b3_rmse,b3_d1,b3_px,b4_mae,b4_rmse,b4_d1,b4_px,b5_mae,b5_rmse,b5_d1,b5_px,b6_mae,b6_rmse,b6_d1,b6_px,all_mae,all_rmse,all_d1,all_px
environment_1/00000,,,,0,,,,0,,,,0,,,,0,,,,0,19.790087,19.790141,0.0,9,19.790087,19.790141,0.0,9
environment_1/00001,0.426093,1.232864,0.841782,12388,0.222891,0.617618,0.94525,17388,0.825454,1.405782,0.798651,20452,1.717137,2.533259,0.616998,8966,2.96934,3.926675,0.538074,10716,6.944826,8.083639,0.227913,6678,1.561982,3.076769,0.73142,76588
environment_1/00002,0.249651,0.916654,0.903788,25766,0.557748,1.087443,0.757782,25122,1.932327,2.454059,0.35767,10697,2.791232,3.36131,0.395754,6312,3.707418,4.481369,0.387488,10310,7.448746,8.394738,0.174821,5171,1.624812,3.016255,0.64222,83378
environment_1/00003,0.149522,0.193456,0.0,29973,4.966605,6.193265,0.170004,22270,3.959812,5.181309,0.316563,8368,2.725697,3.458059,0.424101,6008,5.950236,6.872243,0.184845,7720,9.261684,10.055457,0.065814,5470,3.272774,5.09221,0.134947,79809
environment_1/00004,1.912708,1.916689,0.0,35,0.353942,0.9495,0.897883,31229,0.720818,1.304858,0.828671,15444,1.286756,1.990556,0.745051,7527,2.467006,3.405578,0.64629,12923,5.924645,6.988436,0.308442,6669,1.39963,2.754108,0.770111,73827
environment_1/00005,6.523039,6.526923,0.0,120,0.320667,0.954105,0.910565,19489,0.437552,0.882603,0.929198,17909,1.07974,1.55907,0.826442,12964,2.43469,3.247383,0.615359,14884,5.768577,6.938025,0.365598,6860,1.449291,2.773263,0.785977,72226
environment_1/00006,,,,0,0.593169,1.591268,0.878913,27856,0.594498,0.94755,0.861678,11372,1.563236,2.160674,0.680411,10016,2.87627,3.766393,0.596321,15168,6.642036,7.92747,0.318119,7997,1.873868,3.416605,0.727617,72409
environment_1/00007,3.475456,3.505379,0.0,641,0.502354,1.343462,0.882105,24861,0.613419,1.176796,0.821862,11856,0.820815,1.444584,0.882636,8742,2.658092,3.821796,0.610956,17944,6.573648,7.52322,0.205447,8372,1.821371,3.371897,0.719081,72416
environment_1/00008,3.345068,4.87548,0.371293,8228,0.195429,0.481864,0.936359,16546,0.803489,1.587801,0.805805,11025,1.643457,2.438381,0.700645,14568,2.902269,4.241883,0.577411,11988,6.323213,7.604659,0.296002,9679,2.214953,3.888683,0.658384,72034
environment_1/00009,0.869793,0.900006,0.003643,7961,0.062525,0.277096,0.978182,15904,0.416955,0.979905,0.892625,10291,0.948027,1.722943,0.87467,15910,2.175781,3.240114,0.671446,13042,4.838307,6.027207,0.420482,8954,1.3737,2.704216,0.710638,72062
environment_1/00010,,,,0,0.050947,0.064452,1.0,17575,0.701925,1.359281,0.870882,16938,0.868642,1.299545,0.835711,12405,1.89862,2.750089,0.720138,15990,5.647557,6.887199,0.343643,9376,1.478481,2.923941,0.794505,72284
environment_1/00011,,,,0,0.090126,0.218993,0.993869,17779,0.678626,1.308874,0.871707,21599,0.993279,1.75131,0.809219,8439,2.326904,3.361163,0.65387,16306,5.94023,7.647234,0.422572,9667,1.626358,3.319875,0.787017,73790
environment_1/00012,,,,0,0.159729,0.639026,0.941957,18624,0.526072,1.230541,0.901629,19457,0.681732,1.234648,0.918214,11689,2.040743,2.920956,0.674293,14860,5.015132,6.387746,0.438952,9812,1.352909,2.796178,0.807958,74442
environment_1/00013,,,,0,0.212797,0.568092,0.963346,26109,0.580682,1.368299,0.84027,12014,0.806022,1.353908,0.913203,14217,3.13207,4.231045,0.521394,13999,6.389086,7.913776,0.366275,9370,1.686762,3.437118,0.778785,75709
environment_1/00014,3.139134,3.143044,0.0,68,0.456463,1.428066,0.878197,25180,0.512233,1.091294,0.877394,15611,0.988963,1.532266,0.815901,12238,2.149513,3.126632,0.684717,14552,5.039989,6.474723,0.416297,8578,1.394773,2.808404,0.778333,76227
environment_1/00015,0.667815,1.400563,0.486662,8922,0.782173,2.054635,0.824728,18999,0.535355,0.960614,0.91002,18493,1.253372,1.973812,0.699319,10423,2.662966,3.635863,0.566499,13098,5.95328,7.57687,0.385689,7882,1.613867,3.168072,0.701505,77817
environment_1/00016,6.297776,6.342017,0.0,1248,0.176412,0.634513,0.952875,23236,0.527484,0.970171,0.854159,16854,1.271303,1.960952,0.701074,11083,2.212278,3.005363,0.652493,16909,5.610935,6.985399,0.38208,7556,1.492371,2.883917,0.757316,76886
environment_1/00017,1.051024,1.052664,0.0,51,0.233258,0.56975,0.93557,25578,0.317963,0.841118,0.930361,15882,1.384024,2.01816,0.695285,13127,2.062656,2.952336,0.66737,15173,5.479848,6.868575,0.36878,6893,1.281643,2.629884,0.788759,76704
environment_1/00018,2.348672,2.348681,0.0,3,0.190495,0.619471,0.955808,23647,0.660587,1.272956,0.843564,17170,1.295243,1.79925,0.68013,15697,2.284829,3.286837,0.63286,14218,5.948925,7.193406,0.318757,6403,1.38404,2.724659,0.762283,77138
environment_1/00019,,,,0,0.257329,0.61508,0.920286,28828,0.578983,1.057557,0.860285,17779,1.13274,1.678812,0.734851,13219,2.229525,3.126152,0.616373,12069,5.891177,7.447918,0.41101,6467,1.246677,2.636561,0.786555,78362
environment_1/00020,,,,0,0.484975,1.427557,0.862205,23876,0.533684,0.965439,0.886194,21361,0.958024,1.433115,0.819148,14675,2.01479,2.824861,0.631298,10857,5.867787,7.145783,0.332359,8211,1.355954,2.766823,0.773867,78980
environment_1/00021,,,,0,0.251007,0.768478,0.928834,27471,0.504592,0.815282,0.901002,21263,1.101134,1.582103,0.763822,13837,2.413196,3.350515,0.59976,10826,5.745381,7.115346,0.351091,5819,1.166665,2.464473,0.805128,79216
environment_1/00022,1.515188,1.53142,0.0,457,0.288959,0.594417,0.896779,30827,0.641277,1.058538,0.861476,21628,1.60346,2.254122,0.60596,10202,3.945601,5.015496,0.416234,9240,6.587992,8.265951,0.346396,5231,1.427433,2.95589,0.749075,77585
environment_1/00023,,,,0,0.252471,0.616949,0.932217,25847,0.739555,1.065553,0.811548,22844,1.601344,2.284489,0.641519,8112,3.326147,4.353413,0.51024,12890,7.955224,8.93144,0.199144,6312,1.703802,3.296455,0.732478,76005
environment_1/00024,1.993978,1.997927,0.0,6,1.283965,2.758986,0.645305,29414,1.634975,2.455182,0.488545,20166,1.715263,2.475697,0.64358,5833,4.31924,5.260611,0.335467,14526,7.382938,9.01137,0.28908,5220,2.421802,4.007435,0.518446,75165
environment_1/00025,1.555567,1.995757,0.31509,7528,0.865966,1.914855,0.743715,23271,1.390073,2.438372,0.679216,14954,1.665734,2.525566,0.687062,9855,3.707371,4.677537,0.402381,12851,6.482302,8.060965,0.35086,5230,2.043874,3.47159,0.591852,73689
environment_1/00026,0.266747,0.449915,0.726432,9303,0.290112,0.63897,0.902643,23984,0.722609,1.202708,0.782862,12195,2.250855,2.935471,0.483816,14150,2.905014,3.985671,0.556653,10732,6.527996,7.974239,0.326744,3440,1.405538,2.706123,0.703187,73804
environment_1/00027,2.751375,2.821056,0.0,256,0.530413,1.131521,0.799302,22905,0.71633,1.197861,0.818926,16739,1.542377,2.172495,0.658927,15290,2.532551,3.403683,0.571636,11000,7.395334,8.530554,0.234312,5450,1.627438,3.015826,0.693132,71640
environment_1/00028,2.904638,2.964861,0.0,136,1.168298,1.641702,0.493538,19265,1.08678,1.48324,0.691714,23955,2.093642,2.868998,0.56242,13337,3.835195,4.658303,0.381079,9006,9.315292,9.861793,0.058203,5309,2.265289,3.61384,0.525575,71008
environment_1/00029,3.009603,3.350139,0.001097,9117,0.595481,0.994849,0.76804,16727,1.64665,2.388189,0.569607,27138,2.814042,3.377048,0.363574,10240,5.568412,6.245768,0.167607,6557,11.10341,11.563278,0.040309,4267,2.63069,4.053709,0.449842,74046
environment_1/00030,1.852457,3.850792,0.63003,18142,1.088442,2.102545,0.704271,26247,2.582119,3.062791,0.216201,15999,4.146421,4.687902,0.18694,7029,6.207123,6.763932,0.106092,5269,10.761866,11.229541,0.04169,3574,2.672441,4.256027,0.464149,76260
environment_1/00031,,,,0,0.366287,0.73929,0.906186,36679,0.707133,1.173892,0.850842,20676,1.359502,1.869456,0.662658,4989,3.260092,4.203337,0.511467,7238,9.452828,10.451642,0.174535,5317,1.451228,3.216028,0.784603,74899
environment_1/00032,0.473184,0.867172,0.845537,9847,0.383499,0.649228,0.851971,36405,0.59036,1.031138,0.851574,15058,1.556862,2.326018,0.658608,5460,3.788958,4.964408,0.427919,5036,9.487222,10.571225,0.149502,5826,1.421638,3.296215,0.757252,77632
environment_1/00033,0.299408,0.526952,0.566415,32282,0.455406,0.770067,0.807357,29168,0.887624,1.623195,0.751869,5751,1.906715,2.970674,0.6369,5420,3.839562,5.33038,0.459927,3294,8.491593,9.882861,0.20142,4930,1.1491,2.866641,0.644666,80845
environment_1/00034,2.706288,2.850238,0.0,838,0.391507,0.891611,0.903109,33037,0.663554,1.211189,0.834853,12395,1.11896,1.745673,0.757177,9266,2.793701,4.122432,0.555086,7098,7.3135,8.461638,0.195531,8996,1.667137,3.433063,0.738503,71630
environment_1/00035,0.784348,1.328727,0.645563,13884,0.461479,0.885715,0.812375,16938,1.044599,1.602083,0.710966,18157,1.535511,2.591336,0.716412,4838,4.067631,5.348986,0.385954,8045,8.79743,9.823656,0.147146,9161,2.230536,4.163469,0.613196,71023
environment_1/00036,0.534062,1.338629,0.689204,28102,0.375475,0.596428,0.970006,11869,0.979262,1.644564,0.809548,14077,2.461273,3.183451,0.438421,5700,5.453884,6.392345,0.252226,8310,11.299719,11.98187,0.041512,6215,2.192298,4.31396,0.634551,74273
environment_1/00037,1.834275,1.946056,0.15,20,0.83511,1.652187,0.727793,30216,0.692339,1.472422,0.822833,11317,1.362203,2.106092,0.719067,8276,3.258403,4.149845,0.430055,14826,6.779353,8.364043,0.307192,4769,1.800804,3.2488,0.649602,69424
environment_1/00038,5.207568,5.296171,0.0,90,0.254398,0.886991,0.926474,24209,0.579365,1.080912,0.850571,15238,1.031725,1.6198,0.754152,7407,2.651803,3.472706,0.545571,17884,7.24313,8.670721,0.320188,5097,1.536515,3.066848,0.748874,69925
environment_1/00039,0.79757,1.722954,0.754668,9265,0.256538,0.622049,0.914666,14367,0.894071,1.645456,0.795888,15663,1.496686,2.105107,0.635296,11072,4.326842,5.409499,0.326529,12835,8.82603,9.597072,0.161717,5219,2.093632,3.786154,0.65284,68421
environment_1/00040,,,,0,0.646209,1.610942,0.832982,25117,0.860064,1.829903,0.791428,13439,2.002478,2.585997,0.536787,14652,2.696544,3.535982,0.55605,11918,7.399136,9.176611,0.349762,3145,1.64839,3.018451,0.69063,68271
environment_1/00041,5.322658,5.361629,0.0,22,0.282267,0.599751,0.923961,27749,0.544524,1.03091,0.888607,13798,1.359429,2.042287,0.72297,12847,2.725673,3.907944,0.556789,7114,8.690532,10.409214,0.311047,3829,1.3096,3.035881,0.800808,65359
environment_1/00042,1.053772,1.062005,0.0,280,0.115053,0.308755,0.97133,22497,0.381352,0.577421,0.969634,21076,1.701868,2.513991,0.613922,10674,1.90688,2.828133,0.652388,6490,6.984247,9.000986,0.422582,3578,1.028746,2.546083,0.845065,64595
environment_1/00043,0.054987,0.090414,0.997858,11202,0.166667,0.407011,0.957508,17509,0.577071,0.938631,0.835259,20602,1.384539,2.032727,0.674487,7118,2.09106,3.72302,0.696897,4576,7.469838,9.391472,0.370171,4090,1.00463,2.70046,0.839593,65097
environment_1/00044,4.93279,4.934444,0.0,315,0.363454,0.658241,0.881667,31741,0.664837,1.179828,0.74894,11559,1.039224,1.800488,0.777685,7161,2.107089,3.918982,0.76507,4529,8.141673,10.497161,0.413286,3944,1.179273,3.087707,0.798427,59249
environment_1/00045,0.566995,0.599808,0.5,16,0.320169,0.604409,0.882309,33639,0.934291,1.597302,0.756536,13082,1.161479,1.922578,0.737701,4533,1.890247,3.453364,0.835334,3832,6.08456,8.657869,0.552768,2710,0.899453,2.320362,0.823843,57812
environment_1/00046,1.191265,1.381702,0.172854,6896,0.231036,0.51732,0.902372,17710,0.393833,0.796816,0.911746,16022,0.441933,1.022275,0.885971,4683,0.830804,2.344958,0.902852,4488,6.291845,8.780579,0.49269,3899,0.911519,2.582965,0.780346,53698
environment_1/00047,,,,0,0.29545,0.543933,0.907186,25244,0.522279,0.997678,0.848148,11610,0.462974,1.028105,0.924109,4322,1.914399,3.693925,0.79305,5122,8.447857,10.228765,0.330837,6009,1.454714,3.715746,0.818093,52307
environment_1/00048,0.013896,0.016839,1.0,8996,0.031393,0.074695,0.999501,28055,0.613852,1.208132,0.863424,16035,1.670452,2.493049,0.636109,7865,2.333822,3.508244,0.69013,10669,4.784371,6.17026,0.459723,6778,1.037207,2.427056,0.846501,78398
environment_1/00049,0.611119,0.66364,0.344598,4498,1.74513,2.222297,0.237723,29711,3.133947,4.545712,0.461265,17413,1.993745,2.422995,0.561107,9287,2.794085,3.777046,0.603831,10546,7.145368,7.938572,0.166115,6947,2.637573,3.832054,0.37471,78402
environment_1/00050,,,,0,0.648787,1.867449,0.885247,30753,0.503531,1.01988,0.884293,14433,1.045034,1.592015,0.817779,10619,2.316611,3.371799,0.669401,10729,5.421112,6.745486,0.371178,7196,1.385895,2.849308,0.793761,73730
environment_1/00051,,,,0,0.479126,1.24645,0.79043,24264,0.509732,1.078634,0.890563,14803,0.601834,1.098898,0.913707,10163,2.061049,2.945805,0.657277,13028,5.169249,6.443536,0.397653,8266,1.345186,2.724373,0.758579,70524
environment_1/00052,,,,0,0.169005,0.657268,0.932216,19208,0.625348,1.134737,0.869296,20512,0.764164,1.338977,0.867467,9409,2.682483,3.63081,0.539128,13264,6.008146,7.059454,0.285698,8747,1.565886,3.051313,0.752727,71140
environment_1/00053,,,,0,0.398059,1.062168,0.899659,22274,0.735586,1.365516,0.840177,16975,1.249334,1.861174,0.735211,10261,2.74064,3.478855,0.492508,14483,6.430849,7.478052,0.25594,8881,1.797313,3.238389,0.703282,72874
environment_1/00054,,,,0,1.19559,2.595379,0.715072,27063,0.887959,1.450647,0.785462,16426,1.243323,1.925146,0.726132,7489,2.841331,3.897763,0.57574,15870,7.176812,8.323766,0.210571,7038,2.055267,3.62956,0.653859,73886
environment_1/00055,4.165,4.827096,0.067833,1887,0.237917,0.82159,0.957733,23517,0.466123,0.882301,0.922025,17185,1.122429,1.671638,0.761581,10729,3.322633,4.289496,0.449996,13929,6.92798,8.129389,0.254861,6274,1.676452,3.244882,0.741747,73521
environment_1/00056,0.195163,0.254343,0.89558,13235,0.612011,1.188483,0.773384,20281,1.144417,1.752234,0.629172,13753,2.111266,3.23403,0.63923,9039,4.537465,5.736046,0.388694,12807,7.360061,8.9872,0.322374,6387,2.052106,3.823063,0.649069,75502
environment_1/00057,,,,0,0.506565,1.102106,0.819012,28256,0.516199,0.895442,0.898584,15964,1.246653,1.928525,0.747089,8932,2.683813,3.615328,0.576229,14732,5.233233,6.658113,0.433498,6263,1.429631,2.724879,0.746679,74147
environment_1/00058,,,,0,0.27522,0.821987,0.927768,25155,0.416518,0.764312,0.909578,16987,1.363344,2.022454,0.680696,10692,2.386489,3.343134,0.61998,15215,5.767028,7.023195,0.321849,5515,1.31438,2.640056,0.778574,73564
environment_1/00059,0.248841,0.807101,0.938919,11673,0.248469,0.669654,0.925653,20391,0.493351,0.955511,0.90314,14970,1.752184,2.505535,0.61958,11716,2.966989,4.087934,0.533981,11315,5.941886,7.456244,0.399659,5282,1.338366,2.790475,0.779951,75347
environment_1/00060,,,,0,0.18915,0.314618,0.986146,23026,0.521332,0.817927,0.899422,19189,1.208987,1.693763,0.744909,12129,2.496258,3.222418,0.554989,12757,5.633987,6.951877,0.406456,6227,1.308513,2.567344,0.799313,73328
environment_1/00061,0.028525,0.030224,1.0,8,0.424431,1.010044,0.856907,24222,0.535461,0.874835,0.892028,19607,1.310614,1.716719,0.704111,12988,2.977332,3.906939,0.514288,12213,6.362678,7.674124,0.328586,5898,1.490486,2.857234,0.742207,74936
environment_1/00062,1.513657,1.516405,0.0,311,0.210487,0.455888,0.952646,28361,0.669066,1.172773,0.844573,20241,1.797205,2.357844,0.570349,11649,2.87636,3.894101,0.557109,10874,7.06068,8.408112,0.31416,5233,1.423583,2.875774,0.762486,76669
environment_1/00063,9.617395,9.65116,0.0,61,0.51543,1.302977,0.880373,26708,1.069187,1.876846,0.760839,19397,1.746732,2.210162,0.582,13689,3.198788,4.20741,0.520957,11118,7.201547,8.329675,0.243464,5890,1.782184,3.209391,0.695575,76863
environment_1/00064,1.904092,1.919108,0.0,174,0.681875,1.464223,0.76282,29075,0.666653,1.126088,0.835352,18415,1.458636,2.019135,0.641364,12726,3.090576,4.202249,0.53073,11292,7.54564,8.521588,0.193543,6412,1.719431,3.207106,0.678132,78094
environment_1/00065,1.770904,1.936989,0.010726,9137,1.408431,2.820826,0.606038,25802,1.980769,3.251052,0.588995,19046,2.167028,3.002215,0.538185,9467,4.929626,6.088022,0.324535,10646,8.176294,9.393653,0.19958,5236,2.597297,4.174989,0.460685,79334
environment_1/00066,2.622435,2.791682,0.0,983,0.438735,1.11815,0.875757,22287,0.907874,1.604915,0.802306,23415,1.179113,1.734733,0.805137,10823,2.671225,3.66442,0.608452,12116,6.426088,7.537114,0.252164,7277,1.632002,3.026719,0.731135,76901
environment_1/00067,,,,0,0.784894,1.604796,0.772395,29929,0.884226,1.427736,0.781378,16142,1.181571,1.763792,0.798917,12378,2.746963,3.597181,0.546028,10939,6.603753,7.496607,0.18822,7810,1.735978,3.072888,0.687349,77198
environment_1/00068,0.124583,0.125159,1.0,153,0.768588,1.320451,0.741215,27888,0.848191,1.127841,0.886517,16487,1.681897,2.180098,0.634126,11903,3.470754,4.270157,0.39467,13472,7.12058,7.883286,0.148326,7079,1.982564,3.24727,0.641124,76982
environment_1/00069,1.285313,2.239201,0.297787,9987,1.396024,2.671452,0.590761,20934,1.932066,2.717262,0.520498,22392,2.365947,3.107966,0.51726,9241,5.275372,6.244123,0.240086,10188,8.979773,9.884006,0.119182,5672,2.701891,4.233545,0.445048,78414
environment_1/00070,0.257228,0.546978,0.718773,27917,0.619232,1.129068,0.800017,11911,1.667835,2.602119,0.668163,15592,1.804673,2.539229,0.597529,8500,4.76833,6.269619,0.448438,8737,7.982877,9.265307,0.190443,5692,1.825176,3.601032,0.63937,78349
environment_1/00071,1.511278,2.374914,0.547355,4593,0.359455,0.812812,0.899161,24921,0.91651,1.444883,0.763292,16852,1.590456,2.068609,0.651878,9557,3.036521,3.813217,0.520774,16030,7.361646,8.148309,0.138705,6330,1.811619,3.139948,0.680109,78283
environment_1/00072,2.666631,2.667269,0.0,28,0.810615,2.003299,0.848755,29548,0.758383,1.125034,0.807172,16787,1.415859,1.985632,0.730154,9372,2.444366,3.2575,0.634951,15313,6.945979,7.994853,0.222467,5911,1.66992,3.052932,0.734287,76959
environment_1/00073,0.777357,1.438043,0.734066,7186,0.529258,1.146523,0.829305,19198,1.166096,1.698517,0.660287,15519,1.316389,2.015929,0.819524,15304,2.482208,3.554125,0.647953,12362,6.178495,7.704995,0.331935,5721,1.594125,2.922053,0.715819,75290
environment_1/00074,5.337386,5.662052,0.0,1154,0.628991,1.580692,0.817872,22281,0.50086,0.937106,0.874123,16246,0.759954,1.064518,0.916736,19300,2.076642,2.850425,0.610098,9764,5.00563,6.069867,0.365754,6138,1.255009,2.408205,0.778802,74883
environment_1/00075,,,,0,0.337569,0.717307,0.866276,20146,0.437668,0.747458,0.942726,24147,1.075379,1.486372,0.757193,15605,2.551927,3.617014,0.590382,9753,4.687037,6.329621,0.502162,5550,1.131,2.330074,0.805534,75201
environment_1/00076,,,,0,0.246275,0.479826,0.930734,23215,0.611292,0.990358,0.858664,26865,1.168942,1.735724,0.712553,10061,2.158958,3.187202,0.672918,10398,4.63363,6.362572,0.519311,4764,1.041443,2.187962,0.814244,75303
environment_1/00077,1.680644,1.680649,0.0,3,0.306341,0.691414,0.928042,32922,0.638775,0.965484,0.813327,21385,1.445333,2.076628,0.674524,9460,3.001771,4.124249,0.52635,9108,6.073267,7.743624,0.403079,4612,1.197232,2.560283,0.78694,77490
environment_1/00078,0.439623,0.905857,0.746841,7043,0.482353,0.937235,0.750259,32806,0.665475,1.131153,0.817645,16775,1.687829,2.321691,0.592125,8787,3.009839,4.306215,0.569237,7366,6.478538,8.075296,0.333048,4666,1.256588,2.651081,0.704247,77443
environment_1/00079,0.432177,1.40078,0.865903,16324,0.246367,0.514239,0.920147,22917,0.615285,1.068697,0.824531,14276,1.218631,2.020978,0.733946,6198,2.52039,3.657177,0.597773,7993,5.899762,7.467906,0.366999,5218,1.096566,2.559182,0.798549,72926
environment_1/00080,0.284881,0.493623,0.636825,8277,0.239436,0.522415,0.953015,27583,0.572266,1.011423,0.870773,16738,1.192598,1.968951,0.74594,7821,2.569389,3.660451,0.584966,8727,6.210887,7.455997,0.270607,6175,1.176876,2.620421,0.779902,75321
environment_1/00081,0.470034,0.567167,0.60084,238,0.349455,0.631638,0.893583,32974,0.791356,1.265841,0.745876,13820,1.730792,2.600472,0.652134,7615,3.709648,5.235096,0.522215,11321,7.544312,8.805083,0.238189,5588,1.675693,3.406541,0.72845,71556
environment_1/00082,0.307514,0.716246,0.927168,11245,0.709494,1.213877,0.600925,25286,1.200209,1.983422,0.680421,12166,0.97592,1.831024,0.865256,6709,3.125879,4.364337,0.548346,11790,6.880339,8.509625,0.308845,4206,1.517328,2.999777,0.664799,71402
environment_1/00083,3.534754,3.575914,0.0,339,0.578717,1.263717,0.88068,22779,0.572655,0.969865,0.889456,14881,0.898,1.398324,0.792079,8181,2.560649,3.443783,0.568586,16483,5.250637,6.672009,0.40982,4053,1.405017,2.587318,0.761586,66716
environment_1/00084,5.450545,5.464722,0.0,957,0.502995,1.244458,0.897922,19534,0.877715,1.680172,0.810098,13923,1.191489,1.784792,0.783154,12525,2.126971,2.716909,0.629464,15850,5.066149,6.018004,0.409183,3463,1.410404,2.396341,0.755026,66252
environment_1/00085,,,,0,0.237167,0.738236,0.939673,22030,0.590793,0.978379,0.849226,13497,1.10057,1.568957,0.797518,15231,2.2954,3.014502,0.588082,13828,5.014628,6.892501,0.515604,2948,1.132547,2.204242,0.799035,67534
environment_1/00086,1.957874,1.968808,0.0,1069,0.345016,0.849801,0.916017,21671,0.819128,1.378208,0.764587,17327,1.324204,1.92514,0.731106,14277,2.648057,3.590004,0.53416,10480,6.624721,8.528644,0.441491,3085,1.337929,2.616984,0.743598,67909
environment_1/00087,2.398883,3.763226,0.399472,6814,0.31751,0.647315,0.863644,18107,1.001745,1.825704,0.786272,17148,1.842922,2.744772,0.631667,13219,3.684038,4.937969,0.405898,8443,7.56809,9.396953,0.371367,3269,1.78327,3.357692,0.669164,67000
environment_1/00088,0.404122,0.793723,0.709529,17358,0.536715,0.886811,0.74091,19225,1.25735,2.152086,0.645633,16466,2.085095,2.92863,0.507235,7602,3.898392,5.081966,0.402855,6094,7.865638,9.939203,0.37361,2607,1.415244,2.897994,0.641308,69352
environment_1/00089,,,,0,0.518935,1.432092,0.847264,28952,1.146182,2.061304,0.747231,15888,1.652859,2.401252,0.612269,6716,2.823415,3.903032,0.584693,6742,6.755823,8.723642,0.465353,3247,1.386091,2.893899,0.746884,61545
environment_1/00090,1.566041,2.728693,0.723642,626,0.419944,0.764636,0.878666,24519,1.17202,1.689156,0.766763,14929,2.658691,3.422544,0.563218,8613,3.296441,4.343233,0.500496,5043,7.775959,9.297728,0.236354,3664,1.686386,3.163428,0.726295,57394
environment_1/00091,0.188385,0.643666,0.957805,10807,0.58596,0.981096,0.881113,15275,0.941552,1.38111,0.794749,10207,2.732263,3.336334,0.472586,6949,4.035357,5.417149,0.555488,4947,12.004061,12.70363,0.03573,4590,2.172333,4.357142,0.722274,52775
environment_1/00092,,,,0,0.49517,1.217508,0.850392,23341,1.545749,1.940651,0.423505,14550,2.737085,3.123835,0.245957,5627,4.66912,5.487297,0.308207,4484,9.750423,10.610014,0.159716,3525,2.033042,3.622435,0.56941,51527
environment_1/00093,0.283736,0.39208,0.87472,1341,0.155908,0.452275,0.959057,24644,0.699223,1.195593,0.805865,14186,0.527835,1.085053,0.9448,4692,1.152592,2.312623,0.909274,4464,6.746124,8.988864,0.483347,3633,0.873722,2.565122,0.877795,52960
environment_1/00094,2.851016,3.168404,0.0,11610,0.665355,1.222437,0.833404,18932,1.274054,1.737659,0.602791,11825,1.847266,2.244902,0.585342,4066,3.483922,4.438906,0.467501,4154,9.4558,10.986555,0.232031,2866,2.055002,3.429883,0.521823,53453
environment_1/00095,0.025962,0.03252,1.0,8996,0.333323,1.194502,0.929092,33649,0.432928,0.944429,0.916117,12422,0.982569,1.556201,0.794704,7175,2.440542,3.409119,0.626012,13094,5.226606,6.480155,0.376589,5348,1.038442,2.370099,0.837242,80684
environment_1/00096,0.047725,0.061126,1.0,346,0.251623,0.893349,0.959424,32852,0.491119,1.021051,0.919024,15733,1.422454,2.002736,0.67078,8915,2.524358,3.39972,0.595934,13723,5.079867,5.984357,0.351988,6415,1.229995,2.446412,0.804524,77984
environment_1/00097,6.226738,6.277173,0.0,1125,0.156662,0.48613,0.97884,26749,0.570194,1.080924,0.893456,13478,1.174363,1.760665,0.761636,9217,2.021857,2.92091,0.728703,16657,4.947433,6.022398,0.424561,6661,1.303852,2.545276,0.814907,73887
environment_1/00098,1.951645,1.963875,0.0,304,0.127255,0.47967,0.978841,23725,0.838861,1.455223,0.741573,17266,1.150347,2.017932,0.788845,9036,2.55271,3.644367,0.617828,16087,5.975765,7.157913,0.294732,6701,1.498924,2.951531,0.753142,73119
environment_1/00099,0.290172,0.900123,0.930607,10001,0.317154,0.867461,0.907152,20916,0.669799,1.326398,0.819484,12492,1.598117,2.492984,0.733552,12479,2.616233,3.770399,0.608894,13559,6.081513,7.435949,0.329784,6198,1.467544,2.951203,0.766369,75645
environment_1/00100,7.195361,7.432609,0.0,1232,0.249757,0.825049,0.956531,23488,0.460307,0.774239,0.910579,14236,1.115254,1.616745,0.801063,13919,2.097797,2.840206,0.680638,13408,5.802645,6.994514,0.330797,7228,1.453876,2.8348,0.790317,73511
environment_1/00101,0.400871,1.307487,0.93365,9691,0.34303,0.683757,0.837478,20631,0.535518,0.948947,0.892119,13107,1.1503,1.753791,0.786617,13525,2.142372,3.016882,0.672486,10940,5.655228,6.756925,0.310023,7064,1.293055,2.587101,0.776501,74958
environment_1/00102,6.096302,6.21968,0.0,142,0.164179,0.428264,0.956848,22942,0.720891,1.322734,0.861971,20329,1.717497,2.404542,0.581892,12028,2.414167,3.166833,0.595262,12959,6.961549,7.828792,0.219145,7511,1.627152,3.047761,0.735519,75911
environment_1/00103,,,,0,0.186415,0.425775,0.93098,20371,0.785386,1.324794,0.842116,24917,0.823729,1.144376,0.893399,10741,2.146294,2.812432,0.645327,12262,5.931773,6.903835,0.306627,7801,1.377362,2.63992,0.786535,76092
environment_1/00104,,,,0,0.172099,0.464074,0.98211,22918,0.490109,0.757722,0.909181,21119,0.996034,1.407725,0.843486,12082,2.44596,3.393472,0.597056,12364,5.817081,7.129407,0.378627,7823,1.337742,2.759396,0.815716,76306
environment_1/00105,,,,0,0.231678,0.698104,0.958329,26589,0.534328,0.899746,0.851473,17108,0.907522,1.45313,0.851172,14164,2.582038,3.537116,0.578987,12002,4.778179,6.255082,0.478341,6533,1.182797,2.460447,0.813891,76396
environment_1/00106,2.565804,2.569593,0.0,114,0.348269,1.099326,0.928171,27259,0.758327,1.203215,0.759536,18090,0.889121,1.460035,0.858009,13353,2.461943,3.404228,0.594266,12417,4.79958,6.103282,0.446992,6018,1.227562,2.430689,0.784029,77251
